Field Name,FIX Tag,Short Description,Is Signed-Off,Default Value,Data Type,Last Update User,Start Date,Jira No,Long Description,OPS Critical Tag,System,PII Information Level Type,PII Element Name
SplitFillIndicator,16468,Indicator on a fill message when passed back to RAZER/MVEA to indicate if this is a split fill,Y,,String,lauali,1.52768E+12,PLAT-8911,Indicator on a fill message when passed back to RAZER&#x2F;MVEA to indicate if this is a split fill,,,,
splitCcy,16469,currency used to split non marketable currency pair into two,Y,,String,lousky,1.52769E+12,PLAT-8987,currency used to split non marketable currency pair into two,,,,
splitCcyQty,16470,the common minimum filled amount for both legs of an nmp pair in split currency,Y,,Double,xueyangw,1.55801E+12,PLAT-8988,the common minimum filled amount for both legs of an nmp pair in split currency,,,,
SwapVenueIsin,16471,SWAP Venue ISIN Code,Y,,String,lauali,1.52809E+12,PLAT-8972,This tag represents the SWAP Venue ISIN Code,,,,
SwapVenueTradeId,16472,SWAP Venue Trade ID,Y,,String,lauali,1.52809E+12,PLAT-8973,This tag would represent a SWAP Venue Trade ID,,,,
SwapVenueTradeTime,16473,SWAP Venue Trade Time,Y,,String,lauali,1.52809E+12,PLAT-8974,This tag represents the swap venue trade time,,,,
TransformedTradingSessionDesc,16474,Transformed (internal) trading session description,Y,,String,lauali,1.52844E+12,PLAT-8999,Store the transformed fixing session which FXOM uses internally,,,,
OriginalTradingSessionDesc,16475,Original (submitted by the client) trading session description,Y,,String,lauali,1.52844E+12,PLAT-8999,Store the original fixing session submitted by the client,,,,
ClonedOrderSourceID,16476,Identifies the rootOrderUUID (FIX 11205) of the order from which this order was cloned,N,,String,simrob,1.52846E+12,PLAT-8872,Identifies the rootOrderUUID (FIX 11205) of the order from which this order was cloned,,,,
ClonedOrderHoldInd,16477,Indicates whether the cloned order should immediately be held back after it has been created,N,,String,simrob,1.52846E+12,PLAT-8872,Indicates whether the cloned order should immediately be held back after it has been created,,,,
ClFacilConsentChkInd,16478,Indicates whether a client consent check is required or not to their orders to be facilitated,Y,,String,lijiayu,1.52868E+12,8993,Indicates whether a client consent check is required or not to their orders to be facilitated,,,,
MarketDataSnapshotLevelInd,16479,"Indicates market data snapshot level reported. 0 = montage, 1~9 is level 2 mkt data",Y,,String,mikena,1.53002E+12,PLAT-9028,"Indicates market data snapshot level reported. 0 = montage, 1~9 is level 2 mkt data",,,,
SourceRootOrderID,16480,"Denotes the OrderID (10914) of the ultimate source order, including across a hedge link.",Y,,String,kaleami,1.5318E+12,PLAT-9040,"Denotes the OrderID (10914) of the ultimate source order, including across a hedge link. E.g. in the case of a swaps hedge this is the rootOrderUUID on the swaps side and would be used to link the market side final child orders with the swaps side root order.",,,,
CS2AllSymbolsInd,16481,Send all symbols to CS2,Y,,String,sumithrs,1.5295E+12,9019,Send all symbols to CS2,,,,
EnabledForEarlyTradingRussia,16482,Early Russia Trading Indicator,Y,,String,lauali,1.63592E+12,PLAT-11883,Indicate whether a product is enabled for Russia Early trading,,,,
CBOrderType,16483,Represents type of CB order,Y,,String,lijiayu,1.52955E+12,9036,Represents type of CB order,,,,
AggregatedTradingNameID,16484,The tradingName identifier to be used as part of the aggregation key of an aggregated order,Y,,String,lauali,1.52958E+12,PLAT-9044,The tradingName identifier to be used as part of the aggregation key of an aggregated order. The values the new tag will store are TN values.,,,,
SkipOverFillHandling,16485,Indicate if the overfill handling should be skipped,Y,,String,lauali,1.52999E+12,PLAT-9050,"Indicate if the overfill handling should be skipped. By default, overfill handling will be introduced, but CTO can set this tag on slices to skip overfill handling",,,,
TradingSection2,16486,"Identifies a logical group of symbols that each order needs to know in GT, MBA, and SORT. This is similar to sector classification, but Trading section could span across several sectors which indexes(like Russel) use.",Y,,String,sumithrs,1.5301E+12,9055,"Identifies a logical group of symbols that each order needs to know in GT, MBA, and SORT. This is similar to sector classification, but Trading section could span across several sectors which indexes(like Russel) use.",,,,
EnableCrossSettlementAggregation,16487,To indicate whether the client order is aggregated with other cross settlement types,Y,,String,lauali,1.53111E+12,PLAT-9078,To indicate whether the client order is aggregated with other cross settlement types,,,,
IPAType,16488,Issuing and paying agent type for structure notes in TX,Y,,String,evos,1.5313E+12,PLAT-9060,,,,,
CounterPtyOID,16489,Indicates the orderID for counter party (stock side) for CB flow,Y,,String,lijiayu,1.53248E+12,Plat-9076,,,,,
GUIDestinationID,16490,Specifies the DestinationID used by GUI,Y,,String,sumithrs,1.5314E+12,IDGDQ-9783,Specifies the DestinationID used by GUI. Can be different from the DestinationID (7201) used by OM,,,,
AbstractOrderType,16491,The type of the abstract (multileg) order,Y,,String,sumithrs,1.5314E+12,9061,"The type of the abstract (multileg) order. For example, Stack, Loop or Gamma.",,,,
AbstractOrderId,16492,"A unique order id for abstract orders (Stack, Loop or Gamma), which is the same on each leg.",Y,,String,sumithrs,1.5314E+12,9061,"A unique order id for abstract orders (Stack, Loop or Gamma), which is the same on each leg.",,,,
AbstractOrderOverallQty,16493,Overall quantity of the abstract order,Y,,String,sumithrs,1.5314E+12,9061,Overall quantity of the abstract order. For Loop orders this is the sum of the open quantities on the legs.,,,,
LastExecutionTime,16494,The time of the reception of the last execution report.,Y,,String,sumithrs,1.5314E+12,9061,The time of the reception of the last execution report.,,,,
PositionPartSynthAggUUID,16495,UUId to aggregate together the orders which were part of a single customer Position,Y,,String,mikena,1.53174E+12,PLAT-9089,"UUId to aggregate together the orders which were part of a single customer Position, but had been broken into orders(slices) as part of the order was a synthetic product and part of the order was a regular cash order.(eg.Used in Minerva for Part Cash Part Swap)",,,,
MBASliceReason,16496,The reason why a slice was placed in a category as in 11722,Y,,String,lauali,1.53173E+12,9062,The reason why a slice was placed in a category as in 11722,,,,
riskManagedAccount,16497,"In a chain of transactions invlolving many accounts, this field highlights the particular account that is risk managed.",Y,,String,kaleami,1.53181E+12,PLAT-9095,"In a chain of transactions invlolving many accounts, this field highlights the particular account that is risk managed. eg. In case of a Back-to-Back booking between MSESE &#x2F; MSIP for Structured Products&#x2F;ETPs, we need FIX tag to identify Risk managed account.",,,,
ErrAcctInd,16498,Indicates if a trading account is an error account,Y,,String,sumithrs,1.53184E+12,9092,Indicates if a trading account is an error account,,,,
BenchmarkType2,16499,Type of benchmark2 used for the order. Use in combination with CustomBenchmarkPrice (14045).,Y,,String,akilmoh,1.54219E+12,PLAT-9093,Type of benchmark2 used for the order. Use in combination with CustomBenchmarkPrice (14045).,,,,
BenchmarkType3,16500,Type of benchmark3 used for the order. Use in combination with CustomBenchmarkPrice (14045).,Y,,String,akilmoh,1.54219E+12,PLAT-9093,Type of benchmark3 used for the order. Use in combination with CustomBenchmarkPrice (14045).,,,,
BenchmarkType4,16501,Type of benchmark4 used for the order. Use in combination with CustomBenchmarkPrice (14045).,Y,,String,akilmoh,1.54219E+12,PLAT-9093,Type of benchmark4 used for the order. Use in combination with CustomBenchmarkPrice (14045).,,,,
LegMSOrderReceivingEntity,16502,Leg level part of MSOrderReceivingEntity 14919,Y,,String,kaleami,1.5325E+12,PLAT-9104,Leg level part of MSOrderReceivingEntity 14919,,,,
EUShareTradingObligationInd,16503,Indicates if this order is for a client with MiFID2 trading obligation,Y,,String,kiera,1.56104E+12,PLAT-9611,Indicates if this order is for a client with MiFID2 trading obligation,,,,
MarketingFeeEligibleInd,16504,Indicates whether an execution is eligible for an exchange marketing fee,Y,,String,sumithrs,1.53355E+12,,Indicates whether an execution is eligible for an exchange marketing fee,,,,
BXSDQuoteSoftCutOffTime,16505,"When BXS trades close auction with DQuote, the cutoff/send times are order-driven and need to be consistent between OC and OE. BXSOC passes down the Soft CutOff Time to BXSOE in UTC format",Y,,Date,akilmoh,1.53365E+12,9134,"When BXS trades close auction with DQuote, the cutoff&#x2F;send times are order-driven and need to be consistent between OC and OE. BXSOC passes down the Soft CutOff Time to BXSOE in UTC format",,,,
BXSDQuoteHardCutOffTime,16506,"When BXS trades close auction with DQuote, the cutoff/send times are order-driven and need to be consistent between OC and OE. BXSOC passes down the Hard CutOff Time to BXSOE in UTC format",Y,,Date,akilmoh,1.53365E+12,9134,"When BXS trades close auction with DQuote, the cutoff&#x2F;send times are order-driven and need to be consistent between OC and OE. BXSOC passes down the Hard CutOff Time to BXSOE in UTC format",,,,
MaxImbalanceInd,16507,"Engine needs to restate when it gets to its max imbalance (when it gets legged out at maximum level).
ATOM will send out a notify alert from which the users can take actions.",Y,,String,akilmoh,1.53382E+12,,"Engine needs to restate when it gets to its max imbalance (when it gets legged out at maximum level).
ATOM will send out a notify alert from which the users can take actions.",,,,
BORAScopeInd,16508,This tag is an indicator that allow Hermes to route appropriate messages to BORA,Y,,String,akilmoh,1.56476E+12,9152,This tag is an indicator that allow Hermes to route appropriate messages to BORA,,,,
OrdQueueingOptOutInd,16509,Order queueing opt out indicator,Y,,String,kaleami,1.5345E+12,PLAT-9142,Order queueing opt out indicator,,,,
OrdQueueType,16510,Overnight order queue type,Y,,String,kaleami,1.56439E+12,PLAT-9999,Overnight order queue type,,,,
StructuredProdType,16512,Firm-issued structured products type  - for GLM different level of control on different products,Y,,String,evos,1.53501E+12,PLAT-9153,Firm-issued structured products type  - for GLM different level of control on different products,,,,
LeggerTradingLegInd,16513,LeggerTradingLegInd - Indicates the Legger Order Legs OM Instance which is responsible for Aggregating the Legs and send for Trading to Engine,Y,,String,kaleami,1.53502E+12,PLAT-9173,LeggerTradingLegInd - Indicates the Legger Order Legs OM Instance which is responsible for Aggregating the Legs and send for Trading to Engine,,,,
ContentHashKey,16514,This tag contains a concatenation of two or more tags and used in the routing between BAR and OM,Y,,String,akilmoh,1.56476E+12,9175,This tag contains a concatenation of two or more tags and used in the routing between BAR and OM,,,,
HedgeQtyExclFunding,16515,This tag indicates the share net position after subtracting swaps funding flow.,Y,,String,akilmoh,1.56476E+12,PLAT-9177,"This tag indicates the share net position after subtracting swaps funding flow. Example: If the total net position in MOCHA is 1.1m shares to buy, and a swaps funding buy order makes up 1m of it, the new column will display 100,000 shares with no additional attribution.",,,,
ClearingTag,16516,Defines the entity which the trade belongs to,Y,,String,lauali,1.53561E+12,PLAT-9157,"Defines Trade belongs to below entity: 
MSCO-D
      MSCO-I
      MSESED-I
MSIP-D
MSIPD-I
MSESE-I
MSESE-D",,,,
ClearingModel,16517,Indicates the Booking Model for clearing,Y,,String,lauali,1.5356E+12,PLAT-9157,Indicates the Booking Model for clearing,,,,
ClearingSplit,16518,Indicates whether a trade needs to be split,Y,,String,lauali,1.53561E+12,PLAT-9157,Indicates whether a trade needs to be split,,,,
origComm,16519,Capture the original commission rate and rate type for reporting purposes.,Y,,Float,kaleami,1.53571E+12,PLAT-9188,"Carbon Sales does a lookup to TC portal to get default commission and commission type. 
The sales person is able to override this rate following conversations with the client. 
We need to preserve the original rate for reporting purposes. 
Therefore, we need new fix tags to capture the original rate and rate type on the position level in carbon",,,,
origCommType,16520,Capture the original commission rate and rate type for reporting purposes.,Y,,Integer,kaleami,1.53571E+12,PLAT-9188,"Carbon Sales does a lookup to TC portal to get default commission and commission type. 
The sales person is able to override this rate following conversations with the client. 
We need to preserve the original rate for reporting purposes. 
Therefore, we need new fix tags to capture the original rate and rate type on the position level in carbon",,,,
mseseTraderId,16521,Capture non-MSIP trader ID for Algo flow.,Y,,String,kaleami,1.53572E+12,PLAT-9184,"There is a need post BREXIT to store the non-MSIP trader ID for Algo flow. The alternative IDM&#x2F;EDM won&#x27;t work for this as both the originating and last IDM&#x2F;EDM will be set an algo ID. This field will store the person on the Frankfurt side that is responsible for the flow. E.g. for ETPMM - for original traderID we would have Richard Freeman as the traderID, we expect the MSESE field to have someone else&#x27;s id.",,,,
BXSOpenAuctionQtyCap,16522,The percentage of order quantity to cap open auction qty for target open order.,Y,,Float,sumithrs,1.53573E+12,9191,The percentage of order quantity to cap open auction qty for target open order.,,,,
BlockCrossMaxPctComplete,16523,The percentage of order quantity to cap block cross quantity by counting all fills.,Y,,Float,sumithrs,1.53573E+12,9191,The percentage of order quantity to cap block cross quantity by counting all fills.,,,,
BlindSIIOCAllowedInd,16524,Tag to identify clients Allowed to IOC into INVMGR,Y,,String,kaleami,1.53614E+12,PLAT-9201,MSET ( Sam Railton&#x2F; Kevin twitchen) have a request from JPM to allow them to send IOCs into INVMGR as part of reciprocal Blind SI Access. MS does send IOC to JPM pool. The tag would be send as part of the NVDirected strategy.,,,,
MaxPctOrderQtyInOpenAuction,16525,Indicator max % of order allocated to opening auction,Y,,Float,gaoya,1.53621E+12,PLAT-9196,Indicator max % of order allocated to opening auction,,,,
RebalanceEstCost,16526,This tag is used to pass the Rebalance Estimated Cost from engines,Y,,String,akilmoh,1.56476E+12,PLAT-9213,This tag is used to pass the Rebalance Estimated Cost from engines,,,,
RebalanceAvgPrice,16527,This tag is used to pass the Rebalance Average Price from engines,Y,,String,akilmoh,1.56476E+12,PLAT-9214,This tag is used to pass the Rebalance Average Price from engines,,,,
origCommRuleID,16528,The tag will hold the ruleID which was returned from TC Portal to lookup the original commission rate (before any sales amendment). This is needed for reporting for Contour and front-office.,Y,,String,kaleami,1.53684E+12,PLAT-9220,The tag will hold the ruleID which was returned from TC Portal to lookup the original commission rate (before any sales amendment). This is needed for reporting for Contour and front-office.,,,,
LegLimitNotional,16529,Notional limit value in USD for limit check on the individual legs of the basket,Y,,Double,lauali,1.53692E+12,PLAT-9210,"For the DMA Basket Trading, a client has requested to have a notional order value check on the leg level",,,,
NoAuctionsDNU,16530,Maximum No. of auctions available for a new order,N,,Integer,yashanka,1.53979E+12,PLAT-9225,Maximum No. of auctions available for a new order,,,,
isLDMsgEligibleForOctopus,16531,This tag will help in scoping OCTOPUS LD trades for further breakdown and it will be used to stop Leg generation in TC.,Y,,String,akilmoh,1.56476E+12,PLAT-9197,This tag will help in scoping OCTOPUS LD trades for further breakdown and it will be used to stop Leg generation in TC.,,,,
TIONOrderPlacerShortID,16532,Shortcode that the TION client will have registered with the exchange,Y,,String,kaleami,1.53788E+12,PLAT-9245,Shortcode that the TION client will have registered with the exchange,,,,
TIONInvestmentDecisMkrShortID,16533,Shortcode that the TION client will have registered with the exchange,Y,,String,kaleami,1.53788E+12,PLAT-9246,Shortcode that the TION client will have registered with the exchange,,,,
TIONInvestmentDecisMkrType,16534,Type of investment decision maker sent on TION flow,Y,,String,kaleami,1.53788E+12,PLAT-9247,Type of investment decision maker sent on TION flow,,,,
ClientLegRefId,16535,This tag will be used internally to store LegRefId from client and use it while sending back response to client in leg report,Y,,String,akilmoh,1.56476E+12,PLAT-9251,This tag will be used internally to store LegRefId from client and use it while sending back response to client in leg report,,,,
TargetMode,16536,Method to use to derive a Target Price,Y,ImpactEstimate,String,sumithrs,1.53812E+12,9237,Method to use to derive a Target Price,,,,
TargetModeValue,16537,Adjustment as absolute price or bps,Y,,Integer,sumithrs,1.53812E+12,,Adjustment as absolute price or bps,,,,
ClientAdjustMode,16538,Enable/disable various client specific adjustments to target price,Y,DriftAndRepeat,String,sumithrs,1.53813E+12,9238,Enable&#x2F;disable various client specific adjustments to target price,,,,
MarketAdjustmentType,16539,Type of market adjustment to use to adapt target price while order is trading,Y,OneSided,String,sumithrs,1.53813E+12,9239,Type of market adjustment to use to adapt target price while order is trading,,,,
RemainingParentOrderQty,16540,"Expected total order quantity for the order, when client sends smaller slices of the total order quantity",Y,,Double,sumithrs,1.53813E+12,9243,"Expected total order quantity for the order, when client sends smaller slices of the total order quantity",,,,
ImpactControlMode,16541,Adjusts engine behaviour when in impact control mode,Y,ReduceSpeed,String,sumithrs,1.53813E+12,9244,Adjusts engine behaviour when in impact control mode,,,,
CarbonBasePriceType,16542,Holds the value of price type for an execution order coming from CARBON,Y,,String,akilmoh,1.53847E+12,PLAT-9260,"Holds the value of price type for an execution order coming from CARBON. Possible values are - ap (Ask Price), bp (Bid Price), ccp (Close Price ), tp (Last Price), hp (High Price), lp (Low Price ), mp (Mid Price) etc. If order price = tp +2t, 7321=tp.",,,,
CarbonPriceCalcType,16543,The value is enriched from CARBON. When translating reference prices such as poc + 4c,Y,,String,akilmoh,1.53847E+12,PLAT-9260,"The value is enriched from CARBON. 
When translating reference prices such as poc + 4c (poc-Primary Offical Close Price, c-cents per share), the CarbonPriceCalcType tells us if the incremental&#x2F;decramental part of the price is cents per share, basis points or ticks. If order price = tp +2t, 7322=t.",,,,
CarbonPriceCalcPffset,16544,This tag indicates the value of price offset (in the form of either ticks or basis points) coming from CARBON,Y,,String,akilmoh,1.56476E+12,PLAT-9260,"This tag indicates the value of price offset (in the form of either ticks or basis points) coming from CARBON
If order price = tp +2t, 7323=2.",,,,
ErrorMgmtOrder,16545,Indicator to identify the order was created for error management.,Y,,String,mikena,1.53848E+12,PLAT-9263,"Indicator to identify the order was created for error management. e.g. order generated from sales system to move fill to error account. these orders will have FO and TC entry, and need indicator for readers to identify the order is enter by internal trader to move fill to error account",,,,
SwatActionTimestamp,16546,"Timestamp passed between UI, FID ATOM and Legger to determine exact respnse time from legger on restated messages to combat race condition",Y,,Date,dehinsil,1.53858E+12,PLAT-9266,"Timestamp passed between UI, FID ATOM and Legger to determine exact respnse time from legger on restated messages to combat race condition",,,,
FillPoolDirection,16547,Indicates whether the fill is incoming into the pool or outgoing from the pool,Y,,String,evos,1.53921E+12,PLAT-9287,Indicates whether the fill is incoming into the pool or outgoing from the pool,,,,
SCPExchExecId,16548,This tag mimic tag 7211 but it's dedicated for capturing original execID of self-cross prevention trade (SCP),Y,,String,akilmoh,1.5396E+12,PLAT-9277,This tag mimic tag 7211 but it&#x27;s dedicated for capturing original execID of self-cross prevention trade (SCP),,,,
SCPGroupId,16549,This tag mimic tag 7220 but it's dedicated for capturing original group of self-cross prevention trade (SCP),Y,,String,akilmoh,1.53927E+12,PLAT-9276,This tag mimic tag 7220 but it&#x27;s dedicated for capturing original group of self-cross prevention trade (SCP),,,,
SCPDestinationId,16550,This tag mimic tag 10010 but it s dedicated for capturing original destination of self-cross prevention trade (SCP),Y,,String,akilmoh,1.5435E+12,PLAT-9275,This tag mimic tag 10010 but it s dedicated for capturing original destination of self-cross prevention trade (SCP),,,,
SCPTradeType,16551,This tag is used to prevent the order from trading against another order based on SCP engine,Y,,String,akilmoh,1.53936E+12,PLAT-9300,This tag is used to prevent the order from trading against another order based on SCP engine,,,,
OBOMsLeEeaInd,16552,MsLeEeaIndicator for Matrix OBO trade,Y,,String,lijiayu,1.53992E+12,9200,MsLeEeaIndicator for Matrix OBO trade,,,,
OBOPartyEeaInd,16553,PartyEeaIndicator for Matrix OBO trade,Y,,String,lijiayu,1.53992E+12,9200,PartyEeaIndicator for Matrix OBO trade,,,,
TIONExchangeTransactTime,16554,Transact time of an execution report as stamped by the exchange,Y,,Date,kaleami,1.53993E+12,PLAT-9312,"Contains the transact time of an execution report as stamped by the exchange, so that it can be provided to the TION client",,,,
ExSmartShapeID,16555,Original SmartShapeGroup ID,Y,,String,lauali,1.5403E+12,PLAT-9285,The original SmartShapeGroup ID which was removed when position is removed,,,,
AmendSimulateInd,16556,A dedicated tag for amend simulation,Y,,String,gaoya,1.54268E+12,,A dedicated tag for amend simulation,,,,
ReportOnBehalfOf,16557,Identify at message level whether message was reported on behalf another application,Y,,String,mikena,1.54055E+12,PLAT-9345,"There are cases where an application is reporting on behalf of upstream application. We need to be able to determine at booker received message level that message is reported on behalf of another app.

e.g. on PSPC flow MVEA reports on behalf of upstream application
 e.g. MMETL reports on behalf of upstream application and booker updates application to &#x27;MMETL&#x27;",,,,
RepresentativeOrderUUID,16558,EntityOID or OrderUUID of associated representative order,Y,,String,archapri,1.54201E+12,PLAT-9347,EntityOID or OrderUUID of associated representative principal order routed to street.,,,,
ExecIdList,16559,Tag that contain the list of execution IDs that should be moved to risk account. Execution IDs are seperated by comma.,Y,,String,akilmoh,1.54091E+12,PLAT-9354,Tag that contain the list of execution IDs that should be moved to risk account. Execution IDs are seperated by comma.,,,,
TrgtCloseAuctAbsorbsPlanResidInd,16560,This tag will define if we want to leave planned residual or not. In general Target Close volume schedule should leave a planned residual for quantity beyond the specified pre-trading rate and close auction rate.,Y,,String,akilmoh,1.54108E+12,PLAT-9372,This tag will define if we want to leave planned residual or not. In general Target Close volume schedule should leave a planned residual for quantity beyond the specified pre-trading rate and close auction rate. Certain clients would like the option to schedule such qty into the close auction instead so that planned residual is zero,,,,
TrgtCloseMomentumOffsetValue,16561,"Together with TargetCloseMomentumModeOffsetType (1652), this tag represents the price distance threshold between last trade price and average execution price that would trigger the momentum mode of the TargetClose strategy",Y,,String,akilmoh,1.56501E+12,PLAT-9371,"Together with TargetCloseMomentumModeOffsetType (1652), this tag represents the price distance threshold between last trade price and average execution price that would trigger the momentum mode of the TargetClose strategy",,,,
TrgtCloseMomentumOffsetType,16562,"Together with TargetCloseMomentumOffsetValue (16561), this tag represents the price distance threshold between last trade price and average execution price that would trigger the momentum mode of the TargetClose strategy",Y,,String,akilmoh,1.56501E+12,PLAT-9369,"Together with TargetCloseMomentumOffsetValue (16561), this tag represents the price distance threshold between last trade price and average execution price that would trigger the momentum mode of the TargetClose strategy",,,,
TrgtCloseMomentumAuctionRate,16563,"This tag represents the Close auction rate which replaces tag 11131 when the momentum mode of the TargetClose strategy kicks in. If market price is becoming more favorable, the algo should backload more quantity towards the close",Y,,String,akilmoh,1.56501E+12,PLAT-9368,"This tag represents the Close auction rate which replaces tag 11131 when the momentum mode of the TargetClose strategy kicks in. If market price is becoming more favorable, the algo should backload more quantity towards the close",,,,
TrgtCloseMomentumPreTradeRate,16564,This tag represents the Pre-trading rate that replaces tag 11142 when the momentum mode of the TargetClose strategy kicks in. Idea is that if market price is becoming more favorable the algo should backload more qty towards the close.,Y,,String,akilmoh,1.56501E+12,PLAT-9367,This tag represents the Pre-trading rate that replaces tag 11142 when the momentum mode of the TargetClose strategy kicks in. Idea is that if market price is becoming more favorable the algo should backload more qty towards the close.,,,,
TrgtCloseAllowedPastCutOffInd,16565,"This tag indicated if the order can be closed after Cut Off or not. 
In general we should reject TargetClose orders received after auction cutoff as they cannot trade the close auction.",Y,,String,akilmoh,1.56501E+12,PLAT-9366,"This tag indicated if the order can be closed after Cut Off or not. 
In general we should reject TargetClose orders received after auction cutoff as they cannot trade the close auction.",,,,
CRDBAttributeName,16566,This tag represents the CRDB Attribute Name is used in Data Quality Checks for Shield. It is required to ensure that data quality rules for SHIELD can be defined on FIX level across Athena FO and CRDB,Y,,String,akilmoh,1.56501E+12,PLAT-9376,This tag represents the CRDB Attribute Name is used in Data Quality Checks for Shield. It is required to ensure that data quality rules for SHIELD can be defined on FIX level across Athena FO and CRDB,,,,
CRDBAttributeValue,16567,This tag represents the CRDB Attribute Value used in Data Quality Checks for Shield. It is required to ensure that data quality rules for SHIELD can be defined on FIX level across Athena FO and CRDB.,Y,,String,akilmoh,1.56501E+12,PLAT-9377,This tag represents the CRDB Attribute Value used in Data Quality Checks for Shield. It is required to ensure that data quality rules for SHIELD can be defined on FIX level across Athena FO and CRDB.,,,,
ProximaExchClOrdID,16568,Proxima internal reporter tag used to hold value of generated ClOrdID,Y,,String,lauali,1.5414E+12,PLAT-9342,Proxima internal reporter tag used to hold value of generated ClOrdID. Tag11 = generate from ProximaExchClOrdID only if it’s empty,,,,
FXERMPriceWithoutEdge,16569,Original FX ERM price before Edge,Y,,Float,sumithrs,1.54142E+12,9360,Original FX ERM price before Edge,,,,
TrampolineMsg,16570,Carry information between vLegger and trampoline instance,Y,,String,evos,1.54155E+12,,"carry information between vLegger and trampoline instance, will be used in velocity infra",,,,
DisableAutoIOIInd,16571,Indicates whether IOI automation is turned off or not,Y,,String,sumithrs,1.54159E+12,9378,Indicates whether IOI automation is turned off or not,,,,
MSTXCrossingVenue,16572,Indicate the crossing venue in MSTX. It is a MIC code,N,,String,evos,1.54173E+12,,,,,,
RepresentativeOrderInd,16573,"Indicates if an order was originated to represent a customer or
client order",Y,,String,archapri,1.54211E+12,PLAT-9403,"Indicates if an order was originated to represent a customer or
client order",,,,
RFQRequestType,16574,To identify the RFT order type,Y,,String,evos,1.54216E+12,,To identify the RFT order type,,,,
SliceRetryInd,16575,This tag indicates if a new slice should be sent out after a slice is cancelled or not,Y,,String,akilmoh,1.56476E+12,PLAT-9409,This tag indicates if a new slice should be sent out after a slice is cancelled or not,,,,
SpotMismatchIndicator,16576,"For multi leg cross order, whether there is a different spot value date for the two legs.",Y,,String,sumithrs,1.5422E+12,9396,"For multi leg cross order, whether there is a different spot value date for the two legs.",,,,
CcyNetSide,16577,"Side stamped on an order for this currency, it is derived across all orders in an application over a day",Y,,String,gaoya,1.54268E+12,PLAT-9289,"Side stamped on an order for this currency, it is derived across all orders in an application over a day",,,,
APAEntity,16578,Indicates to which APA entity the submitting party is sending the quote,Y,,String,lauali,1.54322E+12,PLAT-9425,Indicates to which APA entity the submitting party is sending the quote,,,,
BXSPassiveFinisherDuration,16579,"The time, in seconds, from order end time or continuous trading end time BXS passive only finisher should be triggered",Y,,String,evos,1.54327E+12,PLAT-9418,"The time, in seconds, from order end time or continuous trading end time BXS passive only finisher should be triggered",,,,
SmartshapeOverrideType,16580,smartshape fill level  attributes,Y,,String,evos,1.54414E+12,PLAT-9444,smartshape fill level  attributes,,,,
tradeWebSecurityType,16581,Qualification or identification of the SecurityType for TradeWeb,Y,,String,lauali,1.57665E+12,PLAT-9450,Qualification or identification of the SecurityType for TradeWebfor TradeWeb from the standard FIX.,,,,
tradeWebSecuritySubType,16582,"Sub-type qualification or identification of the SecurityType,  or the CFICode if SecurityType is not specified.",Y,,String,kaleami,1.55773E+12,PLAT-9450,"Sub-type qualification or identification of the SecurityType,  or the CFICode if SecurityType is not specified.  If specified, SecuirtyType or CFICode is required.",,,,
SmartShapeFlowType,16583,"To differentiate the smartshape flow type like MSHK , stock connect ...etc",Y,,String,evos,1.54474E+12,,,,,,
ShowInCarbonOptInInd,16584,Whether an order should be displayed on Carbon Opt-in Blotter,Y,,String,sumithrs,1.54504E+12,9463,Whether an order should be displayed on Carbon Opt-in Blotter,,,,
DiscretionAmount,16585,Discretion is implicitly added to bid prices and subtracted from offer prices.,Y,,Double,sumithrs,1.54653E+12,PLAT 9459,Discretion is implicitly added to bid prices and subtracted from offer prices. Order will be displayed at price but can execute in discretionary range.,,,,
ManualSwapOrderInd,16586,To indicate its a manual order (e.g. to GAM),Y,,String,lauali,1.54692E+12,PLAT-9472,To indicate its a manual order (e.g. to GAM),,,,
CRDBEnrichInd,16587,Enriched from CRDB to tell whether the client is in MSTX migration scope or not. The tag will be revoke when migration all done,Y,,String,evos,1.63279E+12,PLAT-9496,Enriched from CRDB to tell whether the client is in MSTX migration scope or not. The tag will be revoke when migration all done,,,,
LegLeavesQty,16687,carrying actual leavesQty on leg between trampoline and vLegger,Y,,String,evos,1.54742E+12,PLAT-9392,carrying actual leavesQty on leg between trampoline and vLegger,,,,
UnwindRiskFillLnkCrossId,16688,Tag on an unwind position linking it to the associated RiskFill. Value is the riskfills XMAN CrossID.,Y,,String,kiera,1.54721E+12,PLAT-9485,Tag on an unwind position linking it to the associated RiskFill. Value is the riskfills XMAN CrossID.,,,,
EnableMSPortDarkSeekInd,16689,To enable the feature to use dark liquidity on BXS portfolio trading to reduce portfolio level beta imbalance,Y,,String,xueyangw,1.54705E+12,9487,To enable the feature to use dark liquidity or not on BXS portfolio trading to reduce portfolio level beta imbalance,,,,
AutoRetryCount,16690,This tag indicates the number of times the slice has been auto retried.,Y,,String,akilmoh,1.56476E+12,PLAT-9493,This tag indicates the number of times the slice has been auto retried.,,,,
AutoRetryInd,16691,This tag indicates if this slice is an auto retried slice or not.,Y,,String,akilmoh,1.56476E+12,PLAT-9492,This tag indicates if this slice is an auto retried slice or not.,,,,
